CASEID,jsr_02,jsr_07,jsr_08,jsr_09,jsr_10,wdr_02,wdr_06,wdr_07,wdr_09,wdr_10,sfc_01,sfc_07,sfc_08,tmg_01,tmg_03
4779,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4780,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4781,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
4782,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
4783,1,1,1,2,1,6,1,2,2,1,3,4,4,3,2
4784,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4785,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4786,3,2,3,3,1,2,2,2,3,2,1,4,4,2,3
4787,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
4788,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
4789,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4790,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
4791,2,1,2,2,1,2,2,3,4,2,1,5,5,4,3
4792,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
4793,2,1,2,2,1,2,3,3,2,2,2,5,5,3,2
4794,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4795,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
4796,2,3,2,2,3,1,1,1,2,3,3,5,4,4,2
4797,2,2,2,2,2,2,2,2,3,2,2,4,3,4,2
4798,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4799,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4800,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4801,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4802,1,1,1,1,1,2,1,1,1,2,1,5,5,5,1
4803,2,3,4,3,2,2,2,5,2,4,3,5,3,3,2
4804,1,2,1,1,1,6,1,1,2,1,1,5,5,5,2
4805,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4806,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3
4807,1,1,1,1,1,1,1,1,2,2,2,5,5,2,2
4808,2,1,2,1,2,2,2,1,2,1,1,5,4,2,5
4809,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4810,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4811,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4812,2,3,3,2,2,2,2,2,2,2,4,5,5,3,2
4813,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
4814,6,6,6,1,1,6,6,96,6,6,6,96,96,3,3
4815,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4816,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4817,2,1,1,2,2,2,2,1,3,1,1,5,4,2,2
4818,2,1,2,2,1,2,2,2,2,2,2,3,4,4,1
4819,1,1,1,1,1,1,2,1,2,1,1,5,4,3,2
4820,6,6,6,2,2,6,6,96,6,6,6,96,96,4,1
4821,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4822,1,1,2,1,1,2,2,2,2,2,1,5,4,4,2
4823,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4824,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
4825,2,2,1,2,1,2,2,2,2,2,2,5,4,3,4
4826,1,1,1,1,2,1,1,2,1,1,3,5,5,4,1
