CASEID,jsr_02,jsr_07,jsr_08,jsr_09,jsr_10,wdr_02,wdr_06,wdr_07,wdr_09,wdr_10,sfc_01,sfc_07,sfc_08,tmg_01,tmg_03
17426,3,4,5,5,5,6,3,4,3,4,2,3,2,2,9
17427,2,2,2,3,3,2,3,4,2,2,2,3,4,4,2
17428,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17429,2,2,3,2,2,2,2,3,4,4,3,2,4,3,2
17430,1,1,2,1,1,1,1,3,2,2,3,5,5,3,2
17431,1,3,5,1,1,2,2,1,2,1,1,4,4,4,2
17432,3,1,4,3,3,3,2,3,3,2,1,5,5,2,4
17433,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17434,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17435,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17436,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17437,1,1,1,1,1,1,2,2,2,1,1,4,4,5,1
17438,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17439,2,2,2,2,2,2,1,3,2,2,3,5,4,2,3
17440,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2
17441,1,1,1,2,1,1,1,1,1,1,1,5,5,5,1
17442,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17443,1,2,1,1,1,1,3,1,1,2,1,5,5,5,2
17444,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17445,1,1,1,1,1,1,3,3,2,1,1,4,4,3,3
17446,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17447,6,6,6,1,1,6,6,96,6,6,6,96,96,1,2
17448,2,1,2,2,2,2,1,2,3,1,3,4,4,2,2
17449,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
17450,6,6,6,1,2,6,6,96,6,6,6,96,96,3,3
17451,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17452,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17453,6,6,6,6,6,6,6,96,6,6,6,96,96,2,3
17454,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17455,2,3,2,2,2,1,3,1,3,1,2,5,5,5,3
17456,1,1,1,1,1,1,1,1,2,2,4,4,4,7,2
17457,1,2,1,2,1,2,1,3,4,2,1,2,5,4,2
17458,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17459,6,6,6,1,1,6,6,96,6,6,6,96,96,3,1
17460,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17461,6,6,6,2,2,6,6,96,6,6,6,96,96,5,2
17462,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17463,1,1,1,1,1,1,1,2,1,1,2,5,5,3,2
17464,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17465,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17466,2,1,2,2,1,2,2,3,2,2,2,4,4,3,3
17467,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17468,3,2,4,3,2,3,3,3,2,1,3,3,3,3,2
17469,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17470,6,6,6,6,6,6,6,96,6,6,6,96,96,2,2
17471,3,2,2,2,2,2,1,1,2,1,3,5,4,2,4
17472,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17473,2,1,1,2,1,1,1,1,2,2,1,5,5,5,2
17474,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17475,1,1,2,1,1,2,1,6,2,1,1,6,3,3,3
17476,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17477,2,2,3,4,3,2,2,4,2,2,1,3,5,3,4
17478,6,6,6,6,6,6,6,96,6,6,6,96,96,2,4
17479,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17480,2,2,4,4,3,5,3,3,2,5,3,5,1,5,4
17481,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17482,1,1,1,1,1,2,2,2,2,2,1,5,5,3,2
17483,1,1,1,1,1,1,1,2,1,1,2,4,4,3,2
17484,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17485,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17486,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17487,2,2,2,2,2,2,2,2,2,2,1,5,3,3,4
17488,1,2,2,3,1,1,1,1,2,2,2,5,5,3,1
17489,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17490,2,2,2,2,2,2,1,2,1,4,1,5,5,3,4
17491,1,1,1,2,1,2,1,1,2,1,2,5,5,4,1
17492,2,2,3,2,2,2,2,3,2,2,4,4,4,3,2
17493,2,2,2,3,2,2,2,2,2,2,3,4,4,3,3
17494,2,2,2,2,2,3,1,1,3,2,2,3,4,2,4
17495,2,2,1,2,1,1,1,1,2,2,1,5,5,4,2
17496,1,1,2,2,1,2,2,2,2,2,3,3,3,3,2
17497,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17498,1,1,1,1,1,2,1,1,2,1,2,4,4,4,2
17499,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17500,2,2,2,2,2,2,2,1,2,2,1,5,5,4,1
17501,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17502,6,6,6,6,6,6,6,96,6,6,6,96,96,4,4
17503,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17504,1,1,4,2,2,3,2,3,4,1,3,4,3,2,4
17505,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
17506,2,3,3,3,2,6,2,3,3,2,3,5,5,4,3
17507,1,1,2,1,1,2,1,1,3,1,1,5,4,2,2
17508,1,1,1,2,1,2,1,2,2,1,2,3,3,4,1
17509,1,2,2,3,1,3,1,1,2,4,1,5,5,3,2
17510,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
17511,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17512,6,6,6,2,1,6,6,96,6,6,6,96,96,3,2
17513,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17514,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17515,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17516,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17517,6,6,6,2,2,6,6,96,6,6,6,96,96,4,1
17518,1,1,1,1,1,6,2,6,2,1,2,5,5,3,4
17519,2,2,2,2,2,1,2,2,2,2,1,5,5,4,2
17520,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17521,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17522,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17523,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17524,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
17525,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17526,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17527,2,2,2,2,2,2,3,3,4,3,2,5,5,2,4
17528,1,1,1,1,1,2,2,2,1,2,3,5,4,2,2
17529,2,3,4,4,2,3,3,4,3,3,3,4,4,2,4
17530,6,6,6,3,1,6,6,96,6,6,6,96,96,2,2
17531,1,1,1,2,1,2,4,3,3,2,4,3,4,3,2
17532,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17533,1,2,2,2,1,2,2,1,2,1,3,5,4,4,2
17534,1,2,2,1,1,1,3,3,2,1,2,3,4,3,2
17535,1,1,1,2,1,2,2,2,2,1,4,3,4,3,2
17536,1,1,1,1,1,1,1,1,1,1,2,5,5,4,1
17537,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17538,2,2,3,3,3,2,2,3,2,2,3,4,4,5,1
17539,2,2,2,3,2,2,3,3,4,2,2,3,3,3,4
17540,6,6,6,1,3,6,6,96,6,6,6,96,96,5,2
17541,6,6,6,2,1,6,6,96,6,6,6,96,96,2,2
17542,1,2,2,2,2,2,2,2,3,1,1,4,4,4,2
17543,6,6,6,1,2,6,6,96,6,6,6,96,96,3,2
17544,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
17545,1,1,3,1,1,1,1,1,2,2,3,5,5,1,2
17546,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17547,4,5,5,3,2,2,2,5,2,3,3,3,4,3,4
17548,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17549,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
17550,4,3,4,3,3,2,1,1,4,4,3,3,3,3,2
17551,2,1,1,2,2,1,1,2,1,1,4,5,5,4,2
17552,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
17553,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17554,1,3,2,2,4,2,2,1,2,2,2,4,4,3,2
17555,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17556,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
17557,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17558,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17559,1,3,2,2,5,6,4,5,4,2,4,3,5,1,3
17560,2,3,3,3,2,2,3,3,2,3,3,5,4,4,3
17561,1,1,2,2,2,6,1,3,7,1,2,5,5,4,2
17562,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17563,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17564,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17565,2,2,3,2,3,1,3,2,3,1,2,3,4,2,4
17566,1,1,2,1,1,2,3,4,2,2,2,5,5,3,2
17567,6,6,6,9,9,6,6,96,6,6,6,96,96,3,3
17568,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
17569,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
17570,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17571,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17572,2,3,3,2,1,6,5,1,3,3,4,5,5,2,3
17573,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17574,1,1,1,2,1,2,2,6,8,1,1,6,4,3,2
17575,1,1,1,1,1,2,2,2,1,1,1,5,4,5,1
17576,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
17577,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
17578,5,3,3,5,2,1,1,5,7,5,1,1,5,3,3
17579,2,2,3,3,2,2,2,3,4,3,1,4,4,3,3
17580,3,2,2,3,3,3,1,1,2,4,1,5,5,5,2
17581,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
17582,2,2,3,1,1,1,2,2,2,2,2,5,5,5,2
17583,2,2,2,2,2,2,1,1,3,1,1,4,4,4,2
17584,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17585,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
17586,2,2,2,3,2,2,3,4,2,2,3,5,4,3,3
17587,2,2,3,3,3,3,4,3,3,2,2,3,4,3,3
17588,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17589,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17590,2,1,2,2,2,2,2,3,2,5,2,4,3,4,2
17591,1,1,1,1,1,1,1,6,2,1,1,6,5,3,2
17592,2,1,1,2,2,2,1,3,3,1,1,4,4,3,2
17593,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17594,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17595,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17596,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
17597,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17598,2,1,2,1,1,2,2,4,4,2,2,4,3,3,2
17599,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
17600,1,1,1,1,2,2,2,1,2,2,4,3,5,3,2
17601,2,1,1,2,1,2,1,3,2,2,1,5,5,2,4
17602,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17603,2,1,1,2,1,1,1,3,1,4,2,5,5,5,4
17604,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17605,4,2,2,2,1,2,2,2,4,2,1,3,3,3,4
17606,3,3,3,3,3,3,3,3,3,2,1,3,3,3,4
17607,3,4,2,3,2,2,3,3,2,4,4,5,5,4,4
17608,2,1,2,1,1,2,1,1,1,3,3,5,5,5,2
17609,1,2,2,2,2,2,2,2,3,2,2,4,4,4,2
17610,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17611,6,6,6,1,1,6,6,96,6,6,6,96,96,4,1
17612,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17613,2,2,2,2,3,1,1,1,3,1,3,5,3,2,2
17614,6,6,6,2,1,6,6,96,6,6,6,96,96,2,4
17615,2,2,2,3,3,3,3,3,2,4,1,4,4,3,2
17616,1,2,2,2,2,2,2,2,4,2,2,4,4,3,2
17617,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17618,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17619,2,2,2,2,2,2,3,2,4,2,2,5,5,2,2
17620,1,1,1,2,1,2,2,2,1,1,1,4,4,4,2
17621,1,1,1,1,1,1,1,1,3,2,4,5,5,4,2
17622,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17623,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17624,1,2,2,2,2,2,3,3,9,9,2,3,3,9,9
17625,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
17626,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17627,2,2,2,2,1,6,2,2,2,2,1,3,6,4,2
17628,2,3,2,2,1,6,3,3,2,2,3,4,4,5,2
17629,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17630,6,6,6,1,1,6,6,96,6,6,6,96,96,3,1
17631,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17632,3,2,1,2,1,1,1,2,1,1,2,5,5,2,2
17633,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
17634,1,1,1,1,1,2,2,2,2,1,2,5,4,3,2
17635,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17636,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17637,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17638,2,2,2,2,2,4,2,2,2,2,2,5,5,3,2
17639,6,6,6,6,6,6,6,96,6,6,6,96,96,2,2
17640,1,1,1,1,1,1,1,1,1,1,1,5,5,3,4
17641,2,1,1,2,3,3,1,1,3,1,2,4,5,5,3
17642,1,1,1,1,2,2,1,2,2,1,2,4,4,2,2
17643,6,6,6,2,1,6,6,96,6,6,6,96,96,3,2
17644,6,6,6,2,1,6,6,96,6,6,6,96,96,4,2
17645,2,2,2,2,2,2,3,2,3,2,1,4,4,4,2
17646,1,2,3,2,2,2,2,2,3,1,1,4,5,3,3
17647,1,1,1,1,1,3,2,3,2,2,3,5,5,5,2
17648,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
17649,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17650,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17651,6,6,6,1,1,6,6,96,6,6,6,96,96,4,1
17652,2,2,2,2,2,2,2,2,2,1,3,3,5,2,4
17653,2,1,1,2,2,1,3,4,2,2,1,4,5,2,2
17654,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17655,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17656,1,1,2,2,1,2,2,2,4,2,1,5,2,5,1
17657,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17658,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17659,2,1,4,3,2,1,2,4,3,3,2,2,4,4,2
17660,6,6,6,2,1,6,6,96,6,6,6,96,96,3,4
17661,6,6,6,6,6,6,6,96,6,6,6,96,96,2,2
17662,2,2,3,3,2,2,2,2,3,3,3,5,5,5,2
17663,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17664,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17665,2,3,3,3,2,2,2,2,4,1,4,4,3,3,4
17666,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17667,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17668,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2
17669,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17670,1,1,1,2,2,2,2,3,3,1,3,5,5,4,2
17671,1,1,2,3,2,1,1,2,1,1,1,5,4,2,4
17672,1,1,1,2,2,2,2,2,3,3,3,5,5,4,2
17673,2,2,2,3,2,2,2,2,3,2,2,4,4,3,2
17674,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17675,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
17676,1,1,1,1,1,3,3,3,5,2,3,4,2,3,3
17677,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17678,2,1,1,1,1,2,2,1,3,2,3,3,4,3,3
17679,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17680,2,1,1,2,2,2,2,2,2,2,1,3,5,5,2
17681,9,9,9,9,9,6,9,99,9,9,9,99,99,2,2
17682,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17683,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17684,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
17685,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17686,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17687,2,2,4,2,2,6,6,4,3,2,2,3,5,5,2
17688,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17689,1,2,1,1,1,1,1,6,1,2,2,6,5,5,1
17690,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17691,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17692,1,1,1,1,1,2,3,2,3,2,2,5,5,4,3
17693,1,1,1,1,1,1,1,1,2,1,1,4,4,3,1
17694,2,2,2,2,2,1,1,1,7,1,2,5,5,5,2
17695,1,1,1,1,1,2,2,2,1,1,2,6,5,4,1
17696,2,1,1,2,1,2,2,3,2,2,2,5,5,3,3
17697,1,1,2,2,2,2,2,2,2,2,1,4,4,3,2
17698,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
17699,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17700,1,1,1,1,1,1,1,1,1,2,4,5,3,5,3
17701,3,1,4,1,1,3,2,1,1,3,1,5,4,3,3
17702,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17703,2,3,2,3,2,1,1,1,1,2,3,5,5,4,2
17704,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17705,4,3,4,3,1,3,3,3,3,4,4,5,5,2,3
17706,1,2,2,2,1,2,1,1,2,2,2,5,5,4,1
17707,2,2,2,1,1,1,1,1,2,2,3,5,5,4,1
17708,1,1,1,1,1,1,2,1,2,1,4,5,5,5,1
17709,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
17710,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
17711,6,6,6,2,2,6,6,96,6,6,6,96,96,3,3
17712,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17713,2,2,2,2,2,2,2,2,3,4,1,4,5,4,2
17714,2,2,2,2,2,2,3,2,4,2,3,3,3,3,3
17715,1,2,2,1,1,2,1,2,4,2,2,3,5,4,2
17716,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17717,1,1,1,2,1,2,2,2,1,2,2,4,4,3,3
17718,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17719,2,2,2,2,1,1,1,6,1,2,1,6,5,3,3
17720,2,2,1,3,2,6,1,1,2,2,1,4,5,4,2
17721,1,3,3,5,5,3,5,3,5,5,2,5,5,3,3
17722,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17723,1,1,1,1,1,6,5,6,2,1,2,6,3,5,1
17724,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17725,2,2,2,3,2,2,3,3,2,2,2,4,4,4,2
17726,1,1,3,1,1,3,3,3,2,2,1,5,5,5,2
17727,2,1,2,2,2,3,1,1,7,2,1,5,5,5,3
17728,2,2,3,2,2,1,3,3,4,2,1,5,5,3,3
17729,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17730,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17731,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17732,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17733,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17734,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
17735,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17736,1,1,1,1,1,1,1,1,1,1,2,5,5,3,1
17737,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17738,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17739,1,1,1,1,1,6,4,2,1,1,2,5,5,5,1
17740,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17741,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
17742,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
17743,2,2,4,3,2,2,3,3,3,2,4,4,3,4,2
17744,1,1,1,1,1,1,1,2,2,1,2,5,4,3,2
17745,1,2,1,1,1,1,1,3,2,2,1,4,4,3,2
17746,1,1,2,2,2,2,2,2,2,1,2,5,5,4,2
17747,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17748,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17749,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17750,6,6,6,3,2,6,6,96,6,6,6,96,96,5,2
17751,1,1,1,2,1,2,2,2,2,2,2,5,5,4,2
17752,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17753,2,1,1,1,1,2,1,1,2,1,1,4,4,3,3
17754,2,1,1,2,1,2,2,2,4,1,1,5,4,3,2
17755,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17756,1,3,2,2,1,1,1,1,1,2,1,5,5,5,2
17757,1,1,1,1,1,2,1,2,2,1,2,3,4,2,2
17758,1,1,2,1,1,1,1,1,1,3,3,5,5,5,1
17759,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17760,2,2,2,2,2,2,1,1,3,3,3,5,4,3,4
17761,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17762,1,2,1,1,1,2,1,3,2,1,2,5,5,5,4
17763,6,6,6,1,1,6,6,96,6,6,6,96,96,5,1
17764,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17765,1,1,2,2,1,2,2,1,4,1,1,5,4,4,1
17766,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17767,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17768,1,1,1,1,3,6,6,2,7,4,4,5,6,4,1
17769,2,2,2,3,2,2,2,2,2,2,2,4,3,3,3
17770,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17771,1,1,2,2,1,2,3,3,4,2,1,5,3,3,4
17772,2,1,1,2,1,2,2,1,2,1,3,5,3,3,2
17773,2,2,2,2,2,2,1,2,2,2,2,4,3,3,3
17774,1,1,1,2,2,2,2,2,1,1,2,5,5,3,3
17775,1,1,1,1,1,1,3,3,1,1,1,5,5,2,3
17776,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17777,2,2,3,3,3,2,2,3,2,4,2,5,5,3,4
17778,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17779,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17780,1,1,2,2,2,2,2,3,2,2,1,4,4,4,2
17781,1,1,1,1,1,2,2,1,2,2,1,4,5,2,2
17782,1,2,2,2,2,2,2,1,2,2,3,5,5,4,2
17783,2,1,1,1,1,2,1,3,4,4,1,4,5,3,2
17784,1,2,2,2,2,6,6,6,3,3,1,5,5,4,2
17785,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17786,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
17787,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
17788,1,2,2,3,1,2,2,2,1,3,4,5,5,5,1
17789,3,3,2,3,1,2,1,2,2,2,1,3,3,3,2
17790,1,1,1,1,1,2,2,2,1,2,2,5,4,5,2
17791,2,2,3,3,7,1,1,3,3,2,1,5,5,3,2
17792,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17793,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17794,3,2,2,3,2,2,2,2,2,1,4,4,4,3,2
17795,2,4,4,3,5,6,3,3,4,4,4,3,3,4,2
17796,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17797,1,1,1,1,1,3,1,1,1,1,1,6,5,3,2
17798,1,1,2,2,2,1,2,1,2,2,2,4,3,3,2
17799,3,2,3,3,3,3,3,4,3,4,3,5,5,3,3
17800,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
17801,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17802,2,2,2,2,2,2,2,1,4,1,2,3,3,4,1
17803,1,2,2,1,2,2,2,3,3,2,2,4,4,3,3
17804,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17805,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17806,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17807,3,2,2,3,3,2,1,3,3,3,3,4,5,5,3
17808,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17809,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17810,6,6,6,2,2,6,6,96,6,6,6,96,96,2,2
17811,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17812,2,3,3,2,2,3,3,2,4,2,2,4,5,5,2
17813,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17814,1,1,1,2,1,2,2,2,1,2,1,4,4,3,2
17815,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17816,2,3,2,2,2,2,2,1,2,2,4,5,5,4,2
17817,5,4,5,4,2,2,2,4,2,5,2,3,5,4,2
17818,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17819,1,1,1,3,1,1,1,1,2,2,4,5,5,5,1
17820,2,3,2,2,4,1,1,1,2,2,3,5,5,5,2
17821,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17822,1,1,1,2,1,2,2,1,1,2,1,5,4,4,1
17823,1,1,2,1,1,1,1,3,2,2,1,5,4,3,2
17824,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17825,1,3,3,3,2,3,3,4,4,3,1,3,3,3,3
17826,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17827,2,1,2,2,2,2,2,3,3,2,2,4,4,3,2
17828,1,1,2,1,2,1,1,1,2,2,4,5,5,5,2
17829,2,2,3,2,1,2,2,2,3,2,3,4,4,4,1
17830,3,3,3,3,1,1,1,3,1,5,3,5,4,5,1
17831,2,2,2,3,3,3,3,3,2,2,2,4,5,3,3
17832,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17833,1,1,2,1,1,1,1,1,1,1,1,5,5,5,2
17834,1,1,2,2,1,6,2,6,3,2,2,5,4,4,2
17835,3,2,2,5,1,3,3,3,2,4,3,4,2,5,3
17836,2,2,3,2,2,2,2,2,4,2,2,5,5,2,4
17837,2,2,2,2,1,6,1,3,2,2,2,4,4,4,2
17838,2,1,4,3,2,6,2,3,4,4,2,4,4,4,3
17839,1,2,2,2,2,1,2,4,2,2,1,4,4,4,2
17840,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17841,2,3,4,2,3,1,1,3,5,2,4,4,4,5,2
17842,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17843,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
17844,2,2,2,2,1,3,2,2,2,2,1,5,3,3,3
17845,2,1,2,2,2,2,2,1,3,2,2,5,4,3,3
17846,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
